Customer_ID,Customer_Name,Age,Gender,Income,Orders_Last_Year,Average_Order_Value,City,App_Usage_Hours,Membership_Years,Premium_Member
C006405,Diya Chopra,50,Male,72479.0,3,1182.0,Hyderabad,2.3,7,0
C006406,Shreya Gupta,69,Male,57811.0,7,5374.0,Bhopal,6.0,12,0
C006407,Karan Singh,62,Female,83402.0,14,2170.0,Chennai,7.0,3,0
C006408,Diya Bose,39,Male,84182.0,9,4250.0,Mumbai,2.8,5,1
C006409,Aarav Singh,28,Male,71922.0,16,5224.0,Ahmedabad,3.1,2,0
C006410,Deepak Nair,28,Female,50935.0,11,6902.0,Bengaluru,4.2,6,0
C006411,Rahul Patel,32,Male,93505.0,0,,Pune,4.1,12,0
C006412,Aanya Mehta,23,Male,75547.0,13,9006.0,Delhi,3.6,11,0
C006413,Arjun Sharma,28,Male,69760.0,4,5685.0,Ahmedabad,2.7,2,0
C006414,Meera Patel,25,Female,84667.0,12,5319.0,Bengaluru,4.0,10,0
C006415,Yash Patel,41,Male,92116.0,11,2589.0,Kochi,3.1,11,0
C006416,Meera Kulkarni,48,Male,40714.0,12,3264.0,Hyderabad,4.9,9,1
C006417,Nisha Verma,65,Male,38983.0,6,1548.0,Kochi,8.8,2,1
C006418,Sneha Sharma,25,Male,78037.0,9,3976.0,Nagpur,4.0,2,0
C006419,Priya Jain,33,Female,90954.0,15,2599.0,Mumbai,3.2,0,0
C006420,Ishaan Mishra,58,Female,61741.0,6,3576.0,Mumbai,7.8,1,0
C006421,Manish Patel,51,Male,75175.0,5,4803.0,Ahmedabad,4.2,2,0
C006422,Diya Sharma,35,Female,84009.0,0,2572.0,Jaipur,6.2,11,1
C006423,Aditya Jain,69,Male,70162.0,11,2053.0,Bhopal,6.3,3,0
C006424,Ritika Iyer,54,Male,44014.0,7,4865.0,Kochi,7.3,9,0
C006425,Sneha Jain,51,Female,82695.0,14,1888.0,Bengaluru,4.3,9,0
C006426,Isha Das,48,Female,66765.0,13,2615.0,Surat,2.6,10,0
C006427,Aanya Jain,39,Female,65427.0,11,5697.0,Indore,4.5,7,0
C006428,Isha Desai,60,Female,115743.0,0,3092.0,Ahmedabad,9.4,3,0
C006429,Rahul Singh,27,Female,72625.0,2,4851.0,Bengaluru,6.3,1,0
C006430,Diya Nair,67,Female,82319.0,3,6104.0,Chennai,5.9,11,0
C006431,Karan Kumar,44,Male,34085.0,6,6790.0,Hyderabad,7.7,7,1
C006432,Arjun Iyer,30,Male,53403.0,11,5563.0,Pune,4.3,9,1
C006433,Sai Desai,55,Female,97140.0,5,4096.0,Ahmedabad,5.8,1,0
C006434,Vivaan Sharma,42,Male,44437.0,4,2041.0,Jaipur,6.4,6,0
C006435,Pooja Mehta,70,Male,74828.0,0,3062.0,Kochi,5.6,7,0
C006436,Aanya Kumar,63,Male,20092.0,18,3315.0,Ahmedabad,6.5,0,0
C006437,Isha Chopra,24,Male,88944.0,24,5952.0,Jaipur,2.6,0,0
C006438,Aanya Kulkarni,24,Female,76554.0,9,3742.0,Ahmedabad,7.1,12,0
C006439,Reyansh Jain,28,Female,77435.0,14,1658.0,Chennai,6.0,2,0
C006440,Tanvi Singh,52,Male,22804.0,3,300.0,Lucknow,5.1,11,0
C006441,Akash Jain,26,Female,86321.0,4,814.0,Nagpur,6.8,5,1
C006442,Siddharth Sharma,42,Female,63164.0,7,1378.0,Bengaluru,3.6,12,1
C006443,Karan Gupta,39,Female,30850.0,4,3914.0,Kolkata,7.1,4,0
C006444,Isha Das,19,Female,75799.0,4,3040.0,Surat,2.8,7,0
C006445,Yash Kumar,41,Male,60589.0,12,4774.0,Kolkata,2.8,8,0
C006446,Akash Bose,26,Female,38220.0,4,1625.0,Nagpur,8.6,2,0
C006447,Deepak Bose,57,Male,62324.0,8,1035.0,Nagpur,2.4,4,0
C006448,Aditya Nair,23,Female,65297.0,1,3922.0,Pune,8.0,7,0
C006449,Vihaan Kumar,39,Female,588656.0,9,15846.0,Indore,2.6,4,0
C006450,Vivaan Gupta,59,Male,73571.0,3,5192.0,Mumbai,7.1,9,1
C006451,Isha Gupta,21,Male,102845.0,12,4711.0,Bhopal,3.2,6,0
C006452,Arjun Verma,39,Male,87685.0,14,3525.0,Pune,7.4,9,0
C006453,Siddharth Nair,67,Female,113256.0,1,2930.0,Bhopal,4.0,8,0
C006454,Tanvi Reddy,19,Female,44929.0,10,638.0,Chennai,3.2,11,0
C006455,Vihaan Iyer,45,Male,88460.0,9,656.0,Nagpur,7.8,0,1
C006456,Diya Kumar,24,Female,94895.0,7,2597.0,Indore,3.1,10,0
C006457,Karan Mishra,19,Female,48852.0,6,2530.0,Kochi,2.2,5,0
C006458,Rahul Gupta,49,Male,37141.0,18,3116.0,Nagpur,3.4,6,0
C006459,Karan Mehta,57,Male,94302.0,16,6611.0,Bengaluru,4.2,6,0
C006460,Ritika Nair,35,Female,82644.0,10,4735.0,Kochi,3.4,1,0
C006461,Deepak Kulkarni,58,Female,69403.0,5,4085.0,Bhopal,5.3,1,0
C006462,Ritika Mishra,45,Female,66292.0,10,4159.0,Surat,4.4,8,0
C006463,Neha Das,40,Male,70975.0,9,3515.0,Kolkata,3.7,3,0
C006464,Manish Bose,58,Female,48432.0,4,300.0,Lucknow,3.8,9,0
C006465,Siddharth Gupta,39,Male,50966.0,11,1387.0,Chennai,3.4,1,0
C006466,Deepak Kumar,50,Female,42763.0,13,7974.0,Bhopal,2.2,5,1
C006467,Deepak Mishra,56,Female,51734.0,22,2325.0,Kochi,6.7,5,0
C006468,Kavya Nair,36,Female,21730.0,19,4035.0,Pune,4.9,5,0
C006469,Aditya Iyer,68,Female,44938.0,5,5540.0,Nagpur,3.4,3,0
C006470,Aarav Nair,28,Female,47199.0,0,848.0,Pune,3.9,0,0
C006471,Tanvi Singh,41,Male,113079.0,4,3394.0,Ahmedabad,6.4,1,0
C006472,Diya Mehta,66,Male,97557.0,1,5627.0,Kolkata,2.9,6,0
C006473,Manish Bose,58,Female,132264.0,13,1507.0,Jaipur,8.1,4,1
C006474,Priya Mehta,29,Female,89634.0,7,2703.0,Surat,4.3,7,0
C006475,Tanvi Verma,40,Male,,4,5872.0,Hyderabad,2.9,6,0
C006476,Pooja Bose,24,Male,107359.0,13,1036.0,Kochi,5.2,11,1
C006477,Arjun Kulkarni,21,Female,57506.0,0,6163.0,Ahmedabad,5.4,2,1
C006478,Akash Jain,44,Female,91753.0,9,5575.0,Jaipur,4.5,3,0
C006479,Akash Sharma,35,Male,94651.0,18,4691.0,Chennai,4.3,11,0
C006480,Deepak Desai,23,Female,84791.0,10,3339.0,Jaipur,6.9,10,0
C006481,Rohan Bose,45,Female,17594.0,3,439.0,Jaipur,7.6,1,0
C006482,Rahul Reddy,44,Male,52888.0,13,1549.0,Mumbai,6.6,5,0
C006483,Isha Iyer,53,Female,52442.0,7,5516.0,Hyderabad,6.2,6,1
C006484,Karan Patel,33,Male,95300.0,6,2500.0,Mumbai,,12,0
C006485,Akash Chopra,23,Male,90969.0,4,3871.0,Delhi,3.5,1,0
C006486,Priya Pillai,39,Female,79710.0,10,4483.0,Mumbai,4.6,5,0
C006487,Ananya Patel,50,Male,66863.0,2,3116.0,Chennai,6.1,0,0
C006488,Sai Jain,27,Male,62604.0,15,5805.0,Lucknow,3.0,4,1
C006489,Deepak Iyer,55,Female,63741.0,20,5350.0,Delhi,5.7,9,1
C006490,Reyansh Roy,39,Female,104699.0,0,2339.0,Hyderabad,3.8,3,0
C006491,Sneha Jain,21,Female,88450.0,16,3858.0,Delhi,4.8,10,0
C006492,Neha Gupta,53,Female,72292.0,11,3194.0,Jaipur,5.5,4,0
C006493,Karan Bose,44,Female,115160.0,6,1105.0,Surat,4.8,4,0
C006494,Ishaan Gupta,58,Female,85454.0,16,,Chennai,5.3,0,1
C006495,Aarav Pillai,61,Male,55056.0,11,3891.0,Nagpur,4.8,8,0
C006496,Yash Nair,70,Male,41143.0,13,4462.0,Bhopal,1.1,12,0
C006497,Ishaan Gupta,45,Female,68069.0,10,4093.0,Kochi,5.5,12,0
C006498,Deepak Patel,23,Male,77277.0,16,1994.0,Bengaluru,7.4,10,1
C006499,Meera Roy,64,Female,71425.0,9,4949.0,Kochi,2.3,8,0
C006500,Rahul Verma,58,Male,71701.0,10,4202.0,Delhi,1.8,3,0
C006501,Pooja Kumar,44,Female,83875.0,3,300.0,Mumbai,2.6,1,0
C006502,Akash Roy,49,Male,89482.0,14,1038.0,Kolkata,6.4,12,1
C006503,Aanya Kulkarni,35,Female,103550.0,18,3440.0,Kolkata,2.4,10,0
C006504,Karan Bose,61,Female,69564.0,19,1500.0,Hyderabad,7.3,8,0
C006505,Aanya Patel,53,Female,12000.0,13,3187.0,Lucknow,2.7,6,0
C006506,Ritika Iyer,31,Male,109658.0,6,6369.0,Bhopal,5.6,12,1
C006507,Siddharth Sharma,43,Female,61585.0,14,5472.0,Indore,5.2,3,1
C006508,Rahul Desai,45,Male,88766.0,13,5206.0,Surat,2.9,8,0
C006509,Sneha Verma,19,Female,53933.0,20,4688.0,Hyderabad,6.8,3,0
C006510,Tanvi Sharma,46,Female,64808.0,4,6158.0,Mumbai,5.9,4,1
C006511,Vihaan Sharma,32,Male,92391.0,14,3728.0,Delhi,4.3,7,1
C006512,Arjun Bose,36,Male,82383.0,9,1954.0,Delhi,2.2,7,1
C006513,Pooja Desai,19,Female,89033.0,8,1004.0,Indore,4.0,3,0
C006514,Aanya Kulkarni,61,Female,55687.0,10,4696.0,Surat,6.8,6,1
C006515,Ritika Mehta,18,Male,82392.0,5,3029.0,Surat,6.2,12,1
C006516,Kavya Nair,37,Male,57125.0,7,3475.0,Pune,2.1,3,0
C006517,Rohan Das,23,Male,25091.0,7,2730.0,Pune,4.9,5,0
C006518,Akash Gupta,38,Male,95996.0,0,3222.0,Kolkata,5.3,4,1
C006519,Meera Bose,59,Male,46293.0,28,5687.0,Hyderabad,0.4,8,0
C006520,Yash Das,46,Male,78111.0,13,6135.0,Hyderabad,5.2,10,1
C006521,Pooja Reddy,24,Male,71574.0,13,3582.0,Pune,4.3,12,0
C006522,Meera Bose,26,Male,69057.0,2,3548.0,Mumbai,6.5,8,0
C006523,Ishaan Desai,57,Female,84221.0,10,5667.0,Bengaluru,9.3,2,0
C006524,Meera Iyer,38,Female,82678.0,8,2316.0,Mumbai,5.0,4,0
C006525,Arjun Mishra,53,Male,113617.0,0,637.0,Lucknow,6.5,4,0
C006526,Neha Sharma,45,Male,105404.0,14,1857.0,Bhopal,2.5,0,1
C006527,Isha Iyer,34,Male,81908.0,0,4828.0,Hyderabad,9.2,5,0
C006528,Shreya Gupta,59,Female,90035.0,6,5745.0,Jaipur,5.1,0,1
C006529,Aarav Mishra,34,Female,54574.0,16,4449.0,Hyderabad,6.5,6,0
C006530,Kavya Desai,32,Male,57848.0,13,300.0,Surat,6.5,12,0
C006531,Nisha Das,23,Male,53764.0,8,2926.0,Hyderabad,6.0,1,0
C006532,Ananya Mehta,51,Female,93031.0,5,1219.0,Indore,7.7,10,1
C006533,Meera Gupta,41,Male,89599.0,2,1078.0,Indore,5.4,4,0
C006534,Ritika Gupta,30,Male,54841.0,7,2470.0,Chennai,3.4,12,0
C006535,Rahul Joshi,23,Male,135455.0,0,4729.0,Lucknow,,10,0
C006536,Siddharth Kulkarni,54,Female,87887.0,8,3082.0,Surat,5.4,2,0
C006537,Pooja Kulkarni,40,Female,35728.0,8,5268.0,Mumbai,3.0,2,0
C006538,Reyansh Singh,36,Female,57434.0,5,3126.0,Surat,4.5,10,0
C006539,Diya Kumar,25,Female,84761.0,16,2551.0,Lucknow,4.9,9,1
C006540,Aarav Gupta,38,Male,55893.0,8,707.0,Lucknow,4.5,2,0
C006541,Rahul Joshi,36,Male,91531.0,7,660.0,Indore,5.4,0,1
C006542,Manish Iyer,67,Female,81605.0,1,4285.0,Delhi,3.9,7,0
C006543,Aditya Mishra,26,Male,67243.0,2,6622.0,Kochi,0.7,6,0
C006544,Aanya Verma,27,Female,89893.0,4,4468.0,Lucknow,7.5,5,0
C006545,Aditya Mehta,45,Female,30627.0,11,2930.0,,8.3,3,1
C006546,Shreya Kumar,42,Female,84924.0,3,5066.0,Kochi,2.2,4,0
C006547,Ritika Pillai,34,Female,76171.0,0,5535.0,Jaipur,6.7,11,1
C006548,Aanya Patel,24,Female,95775.0,7,4657.0,Kolkata,2.2,12,1
C006549,Vihaan Gupta,25,Male,84982.0,8,1801.0,Ahmedabad,6.8,0,0
C006550,Siddharth Chopra,45,Female,92490.0,14,2956.0,Hyderabad,5.1,1,1
C006551,Yash Reddy,70,Male,71686.0,7,5454.0,Jaipur,6.4,11,0
C006552,Diya Pillai,34,Male,46429.0,11,838.0,Bengaluru,2.2,9,0
C006553,Aditya Pillai,59,Female,63458.0,6,4272.0,Hyderabad,6.0,3,0
C006554,Ritika Das,64,Female,90433.0,1,5484.0,Mumbai,4.6,7,0
C006555,Isha Mehta,41,Male,89612.0,14,1586.0,Kolkata,4.1,8,1
C006556,Tanvi Joshi,66,Male,74875.0,16,3969.0,Bhopal,5.0,1,0
C006557,Ananya Das,52,Male,57430.0,22,6451.0,Bengaluru,2.9,11,0
C006558,Reyansh Patel,20,Female,42683.0,12,2222.0,Delhi,5.7,5,1
C006559,Nisha Nair,29,Female,15928.0,14,2477.0,Lucknow,,4,0
C006560,Sneha Kumar,43,Female,75209.0,1,300.0,Ahmedabad,10.1,7,0
C006561,Akash Jain,32,Female,38394.0,16,2033.0,Bhopal,4.0,7,0
C006562,Isha Bose,36,Female,92212.0,17,6033.0,Pune,5.0,6,1
C006563,Karan Jain,56,Female,66568.0,16,5352.0,Lucknow,6.4,1,0
C006564,Nisha Reddy,27,Female,12000.0,6,5288.0,Pune,6.0,5,0
C006565,Ishaan Singh,26,Male,73358.0,10,5204.0,Surat,4.5,3,0
C006566,Ishaan Kulkarni,37,Male,37920.0,8,3354.0,Bhopal,5.0,1,0
C006567,Neha Chopra,36,Female,83065.0,13,3450.0,Chennai,5.7,0,0
C006568,Ananya Verma,64,Male,95704.0,12,3509.0,Bengaluru,3.2,7,0
C006569,Aditya Pillai,52,Male,86694.0,5,5085.0,,7.0,1,1
C006570,Sai Joshi,31,Male,55307.0,8,2493.0,Nagpur,5.6,2,0
C006571,Rahul Mehta,18,Female,84328.0,11,2810.0,Mumbai,6.5,11,0
C006572,Sneha Bose,29,Male,41756.0,5,2492.0,Ahmedabad,8.2,7,1
C006573,Manish Desai,32,Male,67294.0,9,2984.0,Ahmedabad,6.3,10,0
C006574,Ritika Jain,69,Male,83270.0,16,5309.0,Ahmedabad,5.6,0,0
C006575,Priya Verma,36,Male,94884.0,1,3951.0,Delhi,0.8,7,0
C006576,Vivaan Gupta,55,Female,126036.0,0,9967.0,Bengaluru,5.6,2,1
C006577,Vihaan Jain,37,Female,99144.0,13,2090.0,Mumbai,6.0,10,1
C006578,Kavya Verma,31,Female,100915.0,0,3530.0,Pune,3.2,3,0
C006579,Rahul Desai,40,Female,84236.0,2,3494.0,Nagpur,5.6,3,0
C006580,Karan Patel,41,Female,62447.0,7,3112.0,Surat,3.2,4,0
C006581,Rahul Mishra,66,Female,54477.0,18,2948.0,Mumbai,7.0,6,0
C006582,Kavya Pillai,24,Male,26290.0,13,6777.0,Delhi,1.0,10,0
C006583,Aanya Iyer,27,Female,86114.0,25,954.0,Jaipur,2.4,1,0
C006584,Shreya Verma,35,Female,62831.0,9,3656.0,Delhi,3.9,6,0
C006585,Vivaan Nair,22,Male,91921.0,12,3118.0,Mumbai,1.2,3,1
C006586,Aditya Gupta,37,Female,79326.0,8,5193.0,Hyderabad,1.3,6,1
C006587,Diya Nair,69,Male,44664.0,15,4094.0,Kolkata,3.8,2,0
C006588,Siddharth Joshi,57,Male,45128.0,13,3115.0,Chennai,8.1,8,1
C006589,Kavya Bose,24,Female,25414.0,11,1955.0,Pune,1.9,10,0
C006590,Sneha Iyer,20,Male,81469.0,8,4924.0,Lucknow,2.5,6,0
C006591,Neha Das,62,Female,70199.0,4,6476.0,Indore,4.0,11,0
C006592,Priya Roy,21,Female,86884.0,0,4247.0,Jaipur,4.4,10,1
C006593,Sneha Mishra,18,Male,50330.0,9,2921.0,Indore,6.2,5,0
C006594,Vivaan Pillai,34,Male,67813.0,5,1994.0,Bengaluru,1.2,0,0
C006595,Aarav Verma,30,Female,71566.0,14,4230.0,Mumbai,4.4,6,0
C006596,Sneha Das,70,Female,63738.0,10,2664.0,Indore,2.6,8,0
C006597,Pooja Bose,27,Male,42567.0,13,3947.0,Mumbai,8.9,2,0
C006598,Neha Singh,29,Male,35213.0,9,3848.0,Mumbai,2.4,9,0
C006599,Isha Iyer,52,Female,102807.0,16,1920.0,Pune,7.1,1,1
C006600,Arjun Bose,18,Male,92741.0,1,2681.0,Kolkata,5.8,1,0
C006601,Deepak Bose,38,Female,54276.0,8,1610.0,Jaipur,4.5,10,1
C006602,Neha Singh,46,Female,68570.0,11,7673.0,,7.2,8,1
C006603,Manish Kulkarni,55,Male,105305.0,1,2059.0,Ahmedabad,1.2,9,0
C006604,Pooja Sharma,65,Female,82901.0,11,6043.0,Lucknow,1.8,8,0
C006605,Rahul Joshi,40,Male,115332.0,12,,Lucknow,3.4,9,1
C006606,Meera Kumar,27,Female,86575.0,12,2377.0,Kochi,3.5,7,0
C006607,Ananya Kulkarni,41,Female,66902.0,13,2250.0,Ahmedabad,0.9,0,0
C006608,Akash Chopra,20,Male,59817.0,20,2964.0,Mumbai,5.0,1,0
C006609,Yash Pillai,50,Male,145307.0,2,6456.0,Kolkata,,2,1
C006610,Pooja Chopra,48,Male,135766.0,19,1634.0,Kolkata,3.9,1,0
C006611,Priya Bose,25,Female,84500.0,16,3861.0,Hyderabad,5.0,7,0
C006612,Aarav Desai,54,Female,48040.0,0,5248.0,Lucknow,7.9,5,0
C006613,Nisha Patel,27,Male,54558.0,15,4178.0,Lucknow,2.0,6,0
C006614,Deepak Bose,28,Female,90781.0,11,1397.0,Mumbai,2.6,10,1
C006615,Ananya Iyer,57,Female,43256.0,3,5473.0,Hyderabad,4.8,3,0
C006616,Nisha Iyer,19,Female,90879.0,4,7664.0,Jaipur,6.1,7,0
C006617,Rohan Desai,21,Female,80192.0,5,4162.0,Nagpur,7.8,0,0
C006618,Sai Iyer,20,Male,71113.0,9,300.0,Delhi,5.5,3,0
C006619,Aarav Gupta,56,Male,17469.0,6,7499.0,Surat,5.9,12,1
C006620,Isha Kulkarni,43,Female,72525.0,7,2374.0,Nagpur,5.6,8,0
C006621,Sai Reddy,66,Male,122835.0,5,4745.0,Ahmedabad,2.7,8,1
C006622,Yash Kumar,21,Male,100220.0,5,4378.0,Delhi,7.3,11,0
C006623,Deepak Joshi,59,Male,79221.0,13,2495.0,Pune,5.5,11,1
C006624,Ananya Mehta,48,Female,121885.0,21,3318.0,Delhi,4.2,5,1
C006625,Siddharth Mishra,52,Female,41756.0,21,2092.0,Jaipur,5.9,5,1
C006626,Manish Iyer,24,Female,105714.0,3,1743.0,Chennai,4.4,6,0
C006627,Tanvi Roy,19,Female,70763.0,16,2278.0,Jaipur,7.3,5,1
C006628,Reyansh Bose,39,Female,69812.0,8,967.0,Indore,3.7,3,0
C006629,Karan Pillai,36,Male,97199.0,13,300.0,Hyderabad,4.6,10,1
C006630,Deepak Joshi,37,Female,88040.0,3,4971.0,Ahmedabad,0.3,8,0
C006631,Ritika Kumar,30,Female,59687.0,16,,Ahmedabad,4.5,5,1
C006632,Ritika Desai,21,Female,68496.0,10,3807.0,Nagpur,7.8,0,0
C006633,Priya Singh,32,Female,54673.0,5,3751.0,Hyderabad,13.2,1,0
C006634,Rohan Pillai,18,Male,74823.0,3,2216.0,Nagpur,5.4,6,0
C006635,Deepak Verma,51,Male,62617.0,18,930.0,Chennai,0.8,9,0
C006636,Diya Joshi,31,Female,50428.0,5,5313.0,Chennai,1.1,8,0
C006637,Akash Roy,43,Female,20769.0,12,1242.0,Mumbai,4.4,9,0
C006638,Ishaan Joshi,33,Female,33166.0,17,4451.0,Chennai,3.9,12,0
C006639,Akash Pillai,25,Male,55349.0,10,6849.0,Nagpur,8.1,7,0
C006640,Karan Kulkarni,29,Female,64578.0,9,5767.0,Indore,4.6,0,0
C006641,Shreya Chopra,33,Male,62778.0,18,3596.0,Kochi,4.3,7,0
C006642,Priya Desai,53,Female,78988.0,12,7202.0,Hyderabad,3.4,7,0
C006643,Kavya Jain,35,Female,80552.0,12,7245.0,Surat,3.8,2,0
C006644,Reyansh Jain,43,Male,38460.0,9,5688.0,Bengaluru,3.8,1,0
C006645,Rahul Desai,59,Male,103174.0,8,300.0,Bengaluru,3.2,10,0
C006646,Isha Reddy,58,Female,109587.0,5,4907.0,Bhopal,2.1,1,0
C006647,Aarav Pillai,45,Male,38963.0,23,3101.0,Hyderabad,3.3,4,0
C006648,Siddharth Reddy,52,Female,58369.0,22,1830.0,Bengaluru,0.7,10,1
C006649,Ananya Gupta,31,Male,63919.0,6,3327.0,Hyderabad,4.9,0,0
C006650,Siddharth Das,33,Male,54319.0,8,5962.0,Pune,1.8,8,1
C006651,Deepak Iyer,51,Male,,3,3612.0,Kochi,6.3,12,0
C006652,Siddharth Roy,69,Male,81996.0,6,2993.0,Chennai,3.8,8,1
C006653,Aditya Bose,69,Female,59069.0,10,3898.0,Pune,5.6,5,0
C006654,Ritika Verma,46,Male,32284.0,7,515.0,Delhi,3.1,4,0
C006655,Shreya Pillai,37,Female,119319.0,5,7865.0,Nagpur,0.2,7,1
C006656,Meera Verma,58,Female,76467.0,13,6872.0,Pune,6.9,12,1
C006657,Sai Mehta,55,Male,41837.0,5,5611.0,,4.4,4,0
C006658,Rohan Chopra,24,Male,62213.0,2,6485.0,Bengaluru,6.5,10,1
C006659,Aarav Roy,68,Male,68593.0,7,1128.0,Hyderabad,3.4,9,0
C006660,Ritika Verma,20,Male,211240.0,10,27894.0,Bhopal,3.9,11,1
C006661,Sneha Mehta,56,Female,78561.0,7,300.0,Kolkata,2.4,9,0
C006662,Aanya Iyer,24,Female,76679.0,7,1787.0,Lucknow,5.4,9,0
C006663,Nisha Gupta,20,Male,32054.0,15,4805.0,Kochi,8.0,11,0
C006664,Tanvi Reddy,46,Male,127251.0,15,2367.0,Pune,6.9,9,0
C006665,Reyansh Nair,58,Female,99600.0,1,4293.0,Hyderabad,5.2,2,0
C006666,Meera Nair,50,Male,81893.0,8,2758.0,Delhi,3.6,10,0
C006667,Rohan Reddy,24,Female,51977.0,9,3285.0,Pune,8.4,4,0
C006668,Karan Patel,56,Male,47629.0,0,5249.0,Hyderabad,7.3,2,0
C006669,Nisha Mehta,41,Female,50820.0,11,2800.0,Hyderabad,2.7,0,1
C006670,Vihaan Jain,48,Female,45198.0,13,4271.0,Indore,8.7,0,0
C006671,Aditya Singh,30,Female,79855.0,7,4644.0,Chennai,5.0,10,0
C006672,Vivaan Desai,60,Male,78024.0,5,3481.0,Kochi,4.9,9,0
C006673,Shreya Verma,49,Female,72226.0,10,5024.0,Nagpur,1.2,2,0
C006674,Ishaan Joshi,49,Male,,19,1804.0,Kolkata,5.5,7,1
C006675,Aditya Bose,44,Male,59499.0,12,5813.0,Nagpur,6.1,10,0
C006676,Rahul Das,48,Male,35721.0,1,7801.0,Ahmedabad,3.6,7,0
C006677,Reyansh Chopra,56,Male,117319.0,9,2252.0,Delhi,8.7,12,0
C006678,Diya Iyer,52,Female,90620.0,4,4261.0,Delhi,3.6,7,0
C006679,Meera Das,36,Male,106477.0,22,904.0,Lucknow,6.1,8,1
C006680,Karan Iyer,48,Female,114817.0,7,300.0,Bengaluru,2.8,0,0
C006681,Sai Sharma,41,Female,69873.0,15,300.0,Bhopal,4.4,11,0
C006682,Neha Kumar,50,Male,47631.0,1,368.0,Mumbai,4.2,12,0
C006683,Aditya Kumar,25,Male,33463.0,19,5148.0,Ahmedabad,4.3,5,0
C006684,Ishaan Bose,42,Male,78350.0,11,2240.0,Kochi,4.3,5,0
C006685,Kavya Pillai,20,Male,41389.0,4,8347.0,Ahmedabad,3.8,6,0
C006686,Karan Singh,51,Male,109472.0,7,2606.0,Ahmedabad,6.5,4,1
C006687,Vivaan Reddy,66,Male,64739.0,10,3869.0,Ahmedabad,5.6,7,0
C006688,Arjun Kulkarni,33,Male,59752.0,7,1625.0,Lucknow,3.6,3,0
C006689,Sneha Singh,55,Male,58015.0,10,2886.0,Hyderabad,2.3,6,0
C006690,Isha Jain,28,Female,78313.0,15,4017.0,Surat,5.8,6,0
C006691,Arjun Kumar,29,Female,51108.0,9,5692.0,Jaipur,6.5,7,1
C006692,Karan Kumar,46,Male,57004.0,5,4089.0,Surat,6.4,10,1
C006693,Meera Gupta,57,Female,,17,5697.0,Surat,3.4,5,1
C006694,Neha Joshi,19,Female,49124.0,0,2222.0,Surat,4.3,8,0
C006695,Manish Reddy,65,Female,68648.0,23,2421.0,Mumbai,6.2,5,1
C006696,Ananya Kumar,20,Male,54068.0,18,970.0,Jaipur,2.4,0,1
C006697,Isha Iyer,20,Male,52050.0,8,3896.0,Bhopal,7.1,1,0
C006698,Siddharth Reddy,25,Male,64083.0,7,3183.0,Lucknow,9.0,4,0
C006699,Nisha Singh,50,Male,75030.0,6,1428.0,Pune,2.4,2,0
C006700,Sai Roy,45,Male,12114.0,11,5230.0,Surat,4.5,7,0
C006701,Karan Pillai,51,Female,61906.0,11,477.0,Chennai,5.5,8,0
C006702,Isha Verma,21,Male,67671.0,5,2493.0,Hyderabad,4.2,5,0
C006703,Diya Reddy,44,Male,101682.0,20,3189.0,Bhopal,1.8,1,0
C006704,Priya Singh,52,Female,64216.0,18,2719.0,Lucknow,4.0,6,1
C006705,Ritika Sharma,56,Female,43577.0,5,6799.0,Bengaluru,4.6,12,0
C006706,Isha Jain,68,Male,56768.0,6,300.0,Pune,3.6,8,0
C006707,Isha Mishra,36,Female,,15,1694.0,Lucknow,3.2,5,0
C006708,Kavya Desai,41,Male,84743.0,8,5045.0,Indore,2.6,11,0
C006709,Siddharth Pillai,33,Male,97083.0,9,3213.0,Jaipur,2.6,4,0
C006710,Deepak Mishra,66,Male,86667.0,4,2115.0,Mumbai,2.2,12,0
C006711,Shreya Nair,52,Male,65237.0,8,3557.0,Indore,1.4,12,0
C006712,Vivaan Joshi,67,Male,110483.0,8,3253.0,Chennai,5.5,4,0
C006713,Deepak Mishra,47,Female,51758.0,12,5535.0,Kolkata,6.2,10,1
C006714,Shreya Kumar,52,Female,74927.0,21,1927.0,Delhi,3.3,12,0
C006715,Kavya Reddy,53,Female,87047.0,9,6198.0,Mumbai,4.0,8,0
C006716,Shreya Jain,23,Female,76274.0,9,3050.0,Bhopal,5.8,6,0
C006717,Aditya Pillai,50,Male,65379.0,1,2123.0,Hyderabad,5.2,8,0
C006718,Yash Roy,43,Male,117088.0,10,2646.0,Hyderabad,8.3,3,1
C006719,Aarav Patel,39,Female,75295.0,7,6767.0,Lucknow,4.5,2,0
C006720,Sai Kulkarni,70,Female,67054.0,12,5784.0,Chennai,2.9,2,0
C006721,Sneha Chopra,69,Female,101367.0,0,2482.0,Hyderabad,2.6,3,1
C006722,Sai Sharma,33,Male,55881.0,3,6044.0,Kochi,2.9,10,0
C006723,Karan Verma,54,Male,92562.0,4,3065.0,Lucknow,5.6,5,1
C006724,Reyansh Roy,21,Male,28802.0,8,2521.0,Pune,3.5,1,0
C006725,Aarav Patel,18,Male,75606.0,13,1225.0,Pune,2.2,8,0
C006726,Rohan Desai,42,Female,120131.0,2,3531.0,Indore,7.6,12,1
C006727,Neha Nair,48,Male,,0,300.0,Ahmedabad,7.2,6,0
C006728,Ritika Bose,60,Male,95618.0,14,5330.0,Kolkata,1.1,8,0
C006729,Manish Verma,50,Female,43509.0,10,2843.0,Delhi,3.3,7,0
